#description: MAxO therapeutic annotations for rare diseases
#date: 2023-07-13
#tracker: https://github.com/monarch-initiative/MAxO/issues
disease_id	disease_name	citation	maxo_id	maxo_label	hpo_id	maxo_relation	evidence_code	extension_id	extension_label	attribute	creator	last_update	created_on
MONDO:0008667	Von Hippel-lindau Syndrome	PMID:20301636	MAXO:0009089	stereotactic radiosurgery using Gamma Knife	HP:0006880	TREATS	TAS				ORCID:0000-0002-4142-7153	2023-03-16	2023-02-13
MONDO:0008667	Von Hippel-lindau Syndrome	PMID:20301636	MAXO:0009088	stereotactic radiosurgery	HP:0006880	TREATS	TAS				ORCID:0000-0002-4142-7153	2023-03-16	2023-02-13
MONDO:0008667	Von Hippel-lindau Syndrome	PMID:20301636	MAXO:0009088	stereotactic radiosurgery	HP:0009713	TREATS	TAS				ORCID:0000-0002-4142-7153	2023-03-16	2023-02-13
MONDO:0008667	Von Hippel-lindau Syndrome	PMID:20301636	MAXO:0009089	stereotactic radiosurgery using Gamma Knife	HP:0009713	TREATS	TAS				ORCID:0000-0002-4142-7153	2023-03-16	2023-02-13
MONDO:0010200	Wilson Disease	PMID:20301685	MAXO:0009095	zinc therapy	MONDO:0010200	TREATS	TAS				ORCID:0000-0002-4142-7153	2023-03-04	2023-02-13
MONDO:0012522	Diabetes Mellitus, Transient Neonatal, 3	PMID:15784703	MAXO:0000743	sulfonylurea agent therapy	HP:0008255	TREATS	TAS				ORCID:0000-0002-0736-9199	2023-02-18	2023-02-18
MONDO:0012522	Diabetes Mellitus, Transient Neonatal, 3	PMID:15784703	MAXO:0000259	therapeutic insulin treatment	HP:0008255	TREATS	TAS				ORCID:0000-0002-0736-9199	2023-02-18	2023-02-18
MONDO:0011214	Cholestasis, Progressive Familial Intrahepatic, 3	PMID:9419367	MAXO:0001175	liver transplantation	MONDO:0011214	TREATS	TAS				ORCID:0000-0002-0736-9199	2023-02-21	2023-02-21
MONDO:0013166	Gaba-transaminase Deficiency	PMID:28411234	MAXO:0000905	benzodiazepine agent therapy	MONDO:0013166	TREATS	TAS	CHEBI:5103	flumazenil		ORCID:0000-0002-0736-9199	2023-02-23	2023-02-23
MONDO:0011787	Muscular Dystrophy-dystroglycanopathy (limb-girdle), Type C, 5	PMID:17200494	MAXO:0000065	aerobic exercise therapy	HP:0003701	TREATS	TAS				ORCID:0000-0002-0736-9199	2023-02-24	2023-02-24
MONDO:0009666	Holocarboxylase Synthetase Deficiency	PMID:8319716	MAXO:0010010	biotin supplementation	MONDO:0009666	TREATS	TAS				ORCID:0000-0002-0736-9199	2023-02-25	2023-02-25
MONDO:0009666	Holocarboxylase Synthetase Deficiency	PMID:8319716	MAXO:0000603	peritoneal dialysis	MONDO:0009666	TREATS	TAS				ORCID:0000-0002-0736-9199	2023-02-25	2023-02-25
MONDO:0012041	Familial Adenomatous Polyposis, 2	PMID:35988966	MAXO:0001213	colorectal polypectomy	HP:0005227	TREATS	TAS				ORCID:0000-0002-0736-9199	2023-02-25	2023-02-25
MONDO:0012041	Familial Adenomatous Polyposis, 2	PMID:35988966	MAXO:0001042	colectomy	HP:0005227	TREATS	TAS				ORCID:0000-0002-0736-9199	2023-02-25	2023-02-25
MONDO:0014584	Myasthenic Syndrome, Congenital, 3b, Fast-channel	PMID:11435464	MAXO:0000210	cholinesteriase inhibitor therapy	HP:0001324	TREATS	TAS	CHEBI:8665	Pyridostigmine		ORCID:0000-0002-0736-9199	2023-02-26	2023-02-26
MONDO:0020723	Vitamin D-dependent Rickets, Type I	PMID:9486994	MAXO:0000110	vitamin D supplementation	HP:0002748	TREATS	TAS	CHEBI:17823	calcitriol		ORCID:0000-0002-0736-9199	2023-02-26	2023-02-26
MONDO:0008104	Noonan Syndrome 1	PMID:11316696	MAXO:0000780	human growth hormone replacement therapy	HP:0004322	TREATS	TAS				ORCID:0000-0002-0736-9199	2023-03-02	2023-03-02
MONDO:0008104	Noonan Syndrome 1	PMID:15956085	MAXO:0000780	human growth hormone replacement therapy	HP:0004322	TREATS	TAS				ORCID:0000-0002-0736-9199	2023-03-02	2023-03-02
MONDO:0008104	Noonan Syndrome 1	PMID:11344190	MAXO:0000780	human growth hormone replacement therapy	HP:0004322	TREATS	TAS				ORCID:0000-0002-0736-9199	2023-03-02	2023-03-02
MONDO:0007947	Marfan Syndrome	PMID:8790089	MAXO:0001220	removal of lens	HP:0001083	TREATS	TAS				ORCID:0000-0002-0736-9199	2023-03-13	2023-03-13
MONDO:0007947	Marfan Syndrome	PMID:35902413	MAXO:0000653	angiotensin receptor blocker therapy	HP:0002616	TREATS	TAS	CHEBI:6541	losartan		ORCID:0000-0002-0736-9199	2023-03-13	2023-03-13
MONDO:0009352	Homocystinuria Due To Cystathionine Beta-synthase Deficiency	PMID:5658866	MAXO:0001128	folic acid supplementation	HP:0002160	TREATS	TAS				ORCID:0000-0002-0736-9199	2023-03-14	2023-03-14
MONDO:0010626	Immunodeficiency, X-linked, With Hyper-igm	PMID:14663287	MAXO:0000295	immunological agent therapy	HP:0002721	TREATS	PCS			comment: "intravenous immunglobulin"	ORCID:0000-0001-9969-9517	2023-04-09	2023-03-14
MONDO:0010626	Immunodeficiency, X-linked, With Hyper-igm	PMID:1757090	MAXO:0000640	corticosteroid agent therapy	HP:0001875	TREATS	PCS				ORCID:0000-0001-9969-9517	2023-04-09	2023-03-14
MONDO:0008967	Bile Acid Synthesis Defect, Congenital, 4	PMID:12512044	MAXO:0001255	cholic acid supplementation	MONDO:0008967	TREATS	TAS			comment: "Reannotate to Decreased serum bile acid concentra"	ORCID:0000-0002-0736-9199	2023-03-15	2023-03-15
MONDO:0032735	Cataract 48	PMID:30290152	MAXO:0009043	cataract extraction with intraocular lens insertion	MONDO:0032735	TREATS	TAS			comment: "reannotate with HPO Cataract"	ORCID:0000-0002-0736-9199	2023-03-15	2023-03-15
MONDO:0010626	Immunodeficiency, X-linked, With Hyper-igm	PMID:7542361	MAXO:0010030	bone marrow transplantation	HP:0002721	TREATS	PCS				ORCID:0000-0001-9969-9517	2023-04-09	2023-03-15
MONDO:0033558	Autoinflammation, Immune Dysregulation, And Eosinophilia	PMID:28111307	MAXO:0009096	Janus kinase inhibitor therapy	HP:0001880	TREATS	PCS				ORCID:0000-0001-9969-9517	2023-04-09	2023-03-15
MONDO:0010421	Agammaglobulinemia, X-linked	PMID:26909497	MAXO:0000061	antibacterial agent therapy	HP:0002090	PREVENTS	TAS			comment: "cotrimoxazole prophylaxis"	ORCID:0000-0001-9969-9517	2023-03-16	2023-03-15
MONDO:0007644	Immunoglobulin A Deficiency 1	PMID:9544978	MAXO:0010030	bone marrow transplantation	HP:0002720	TREATS	PCS				ORCID:0000-0001-9969-9517	2023-03-16	2023-03-16
MONDO:0009974	Hemophagocytic Lymphohistiocytosis, Familial, 1	PMID:9389690	MAXO:0010030	bone marrow transplantation	HP:0012156	TREATS	PCS				ORCID:0000-0001-9969-9517	2023-03-16	2023-03-16
MONDO:0009061	Cystic Fibrosis	PMID:17018651	MAXO:0000780	human growth hormone replacement therapy	HP:0001510	PREVENTS	PCS				ORCID:0000-0001-9969-9517	2023-03-16	2023-03-16
MONDO:0011285	Macular Degeneration, Age-related, 1	PMID:14769599	MAXO:0000169	anti-inflammatory agent therapy	HP:0000529	TREATS	PCS	CHEBI:9667	triamcinolone	comment: "triamcinoloneacetonide"	ORCID:0000-0003-4830-7530	2023-03-16	2023-03-15
MONDO:0009861	Phenylketonuria	PMID:20091517	MAXO:0010094	dietary phenylalanine intake avoidance	HP:0004923	TREATS	TAS				ORCID:0000-0003-4830-7530	2023-03-21	2023-03-16
MONDO:0010444	Anemia, X-linked, With Or Without Neutropenia And/or Platelet Abnormalities	PMID:16783379	MAXO:0010030	bone marrow transplantation	HP:0001875	TREATS	TAS				ORCID:0000-0002-0736-9199	2023-03-21	2023-03-21
MONDO:0010444	Anemia, X-linked, With Or Without Neutropenia And/or Platelet Abnormalities	PMID:20301538	MAXO:0000756	blood transfusion	HP:0001972	TREATS	TAS				ORCID:0000-0002-0736-9199	2023-03-21	2023-03-21
MONDO:0014306	Vasculitis, Autoinflammation, Immunodeficiency, And Hematologic Defects Syndrome	PMID:25075845	MAXO:0000747	hematopoietic stem cell transplantation	HP:0001876	TREATS	TAS				ORCID:0000-0002-0736-9199	2023-03-23	2023-03-23
MONDO:0013653	Parkinson Disease 18	PMID:21907011	MAXO:0000157	antiparkinson agent therapy	HP:0001300	TREATS	TAS	CHEBI:15765	L-dopa		ORCID:0000-0002-0736-9199	2023-03-27	2023-03-27
MONDO:0010520	Alport Syndrome, X-linked	PMID:9195222	MAXO:0010043	kidney transplantation	HP:0003774	TREATS	TAS				ORCID:0000-0002-0736-9199	2023-03-29	2023-03-29
MONDO:0010518	Wiskott-aldrich Syndrome	PMID:3995178	MAXO:0001077	splenectomy	HP:0001873	TREATS	PCS				ORCID:0000-0001-9969-9517	2023-06-14	2023-03-29
MONDO:0010518	Wiskott-aldrich Syndrome	PMID:21067383	MAXO:0000747	hematopoietic stem cell transplantation	HP:0000964	TREATS	PCS			comment: "genetically modified hematopoietic stem cells"	ORCID:0000-0001-9969-9517	2023-06-14	2023-03-29
MONDO:0010916	Polycystic Kidney Disease 3	PMID:25292408	MAXO:0000603	peritoneal dialysis	HP:0000083	TREATS	PCS				ORCID:0000-0001-9969-9517	2023-04-16	2023-03-29
MONDO:0009669	Spinal Muscular Atrophy, Type I	PMID:31371124	MAXO:0001001	gene therapy	HP:0007269	TREATS	PCS				ORCID:0000-0001-9969-9517	2023-04-16	2023-03-29
MONDO:0013619	Nephrotic Syndrome, Type 6	PMID:21722858	MAXO:0010043	kidney transplantation	HP:0003774	TREATS	TAS				ORCID:0000-0002-0736-9199	2023-03-31	2023-03-31
MONDO:0013619	Nephrotic Syndrome, Type 6	PMID:21722858	MAXO:0000640	corticosteroid agent therapy	HP:0000100	TREATS	TAS	CHEBI:6889	methylprednisolone acetate		ORCID:0000-0002-0736-9199	2023-03-31	2023-03-31
MONDO:0013619	Nephrotic Syndrome, Type 6	PMID:21722858	MAXO:0000297	immune suppressant agent therapy	HP:0000100	TREATS	TAS	CHEBI:4031	cyclosporin A		ORCID:0000-0002-0736-9199	2023-03-31	2023-03-31
MONDO:0011518	Wiedemann-steiner Syndrome	PMID:35617449	MAXO:0000090	enteral nutrition intake	HP:0001508	TREATS	TAS				ORCID:0000-0003-4830-7530	2023-06-14	2023-04-05
MONDO:0011518	Wiedemann-steiner Syndrome	PMID:35617449	MAXO:0000780	human growth hormone replacement therapy	HP:0001510	TREATS	TAS				ORCID:0000-0003-4830-7530	2023-06-15	2023-04-05
MONDO:0011518	Wiedemann-steiner Syndrome	PMID:35617449	MAXO:0000110	vitamin D supplementation	HP:0002750	TREATS	TAS				ORCID:0000-0003-4830-7530	2023-06-15	2023-04-05
MONDO:0012269	Chromosome 3q29 Deletion Syndrome	PMID:27656750	MAXO:0000883	cognitive behavior therapy	HP:0001249	TREATS	TAS				ORCID:0000-0003-4830-7530	2023-04-16	2023-04-05
MONDO:0012269	Chromosome 3q29 Deletion Syndrome	PMID:27656750	MAXO:0000732	occupational therapist evaluation	HP:0000733	TREATS	TAS				ORCID:0000-0003-4830-7530	2023-04-16	2023-04-05
MONDO:0012269	Chromosome 3q29 Deletion Syndrome	PMID:27656750	MAXO:0000090	enteral nutrition intake	HP:0001508	TREATS	TAS				ORCID:0000-0003-4830-7530	2023-04-16	2023-04-05
MONDO:0012342	Williams-beuren Region Duplication Syndrome	PMID:26610320	MAXO:0000930	speech therapy	HP:0001263	TREATS	TAS				ORCID:0000-0003-4830-7530	2023-06-22	2023-04-05
MONDO:0012774	Chromosome 15q13.3 Microdeletion Syndrome	PMID:21290787	MAXO:0001117	seizure prevention recommendation	HP:0001250	TREATS	TAS				ORCID:0000-0003-4830-7530	2023-06-10	2023-04-05
MONDO:0012774	Chromosome 15q13.3 Microdeletion Syndrome	PMID:21290787	MAXO:0000883	cognitive behavior therapy	HP:0000708	TREATS	TAS				ORCID:0000-0003-4830-7530	2023-06-10	2023-04-05
MONDO:0011426	Aceruloplasminemia	PMID:20301666	MAXO:0001225	iron chelator agent therapy	HP:0003281	TREATS	TAS				ORCID:0000-0003-4830-7530	2023-04-16	2023-04-05
MONDO:0013869	Adenine Phosphoribosyltransferase Deficiency	PMID:22934314	MAXO:0009072	surgical repair	HP:0000787	TREATS	TAS			comment: "Remove kidney stones"	ORCID:0000-0003-4830-7530	2023-06-10	2023-04-06
MONDO:0009958	Refsum Disease	PMID:20301527	MAXO:0010119	dietary phytanic acid intake avoidance	HP:0001251	TREATS	TAS				ORCID:0000-0003-4830-7530	2023-06-15	2023-04-06
MONDO:0009958	Refsum Disease	PMID:20301527	MAXO:0010119	dietary phytanic acid intake avoidance	HP:0007141	TREATS	TAS				ORCID:0000-0003-4830-7530	2023-06-15	2023-04-06
MONDO:0009958	Refsum Disease	PMID:20301527	MAXO:0000097	fasting avoidance	HP:0010571	PREVENTS	TAS				ORCID:0000-0003-4830-7530	2023-06-15	2023-04-06
MONDO:0011382	Sickle Cell Anemia	PMID:36992422	MAXO:0001001	gene therapy	MONDO:0011382	TREATS	TAS				ORCID:0000-0002-0736-9199	2023-04-07	2023-04-07
MONDO:0011382	Sickle Cell Anemia	PMID:25203083	MAXO:0000233	antimetabolite agent therapy	HP:0008346	TREATS	TAS	CHEBI:44423	hydroxyurea		ORCID:0000-0003-4830-7530	2023-04-07	2023-04-05
MONDO:0029132	Liddle Syndrome 3	PMID:28710092	MAXO:0000741	potassium-sparing diuretic agent therapy	HP:0000822	TREATS	PCS	CHEBI:9671	triamterene		ORCID:0000-0002-0736-9199	2023-04-08	2023-04-08
MONDO:0009216	Fanconi-bickel Syndrome	PMID:3153325	MAXO:0000110	vitamin D supplementation	HP:0004915	TREATS	TAS				ORCID:0000-0002-0736-9199	2023-04-08	2023-04-08
MONDO:0009216	Fanconi-bickel Syndrome	PMID:3153325	MAXO:0010097	dietary galactose intake avoidance	HP:0004915	TREATS	TAS				ORCID:0000-0002-0736-9199	2023-04-08	2023-04-08
MONDO:0009216	Fanconi-bickel Syndrome	PMID:7564233	MAXO:0030018	uncooked cornstarch supplementation	HP:0004915	TREATS	TAS				ORCID:0000-0002-0736-9199	2023-04-08	2023-04-08
MONDO:0008765	Leber Congenital Amaurosis, Type Ii	PMID:36672611	MAXO:0001001	gene therapy	HP:0007663	TREATS	TAS				ORCID:0000-0002-0736-9199	2023-04-08	2023-04-08
MONDO:0009216	Fanconi-bickel Syndrome	PMID:11044475	MAXO:0030018	uncooked cornstarch supplementation	HP:0004915	TREATS	TAS				ORCID:0000-0002-0736-9199	2023-04-08	2023-04-08
MONDO:0009216	Fanconi-bickel Syndrome	PMID:11044475	MAXO:0010097	dietary galactose intake avoidance	HP:0004915	TREATS	TAS				ORCID:0000-0002-0736-9199	2023-04-08	2023-04-08
MONDO:0010292	Uruguay Faciocardiomusculoskeletal Syndrome	PMID:26933038	MAXO:0000187	beta-adrenergic antagonist therapy	HP:0001714	TREATS	TAS				ORCID:0000-0002-0736-9199	2023-04-09	2023-04-09
MONDO:0007637	Corneal Dystrophy, Fuchs Endothelial, 1	PMID:36637659	MAXO:0000024	surgical procedure on the eye	MONDO:0007637	TREATS	PCS				ORCID:0000-0002-6601-4486	2023-06-16	2023-04-10
MONDO:0009633	Microspherophakia	PMID:20617341	MAXO:0001220	removal of lens	HP:0030961	TREATS	TAS				ORCID:0000-0002-0736-9199	2023-04-10	2023-04-10
MONDO:0007453	Maturity-onset Diabetes Of The Young, Type Ii	PMID:1570017	MAXO:0000743	sulfonylurea agent therapy	HP:0004904	TREATS	TAS				ORCID:0000-0002-0736-9199	2023-04-10	2023-04-10
MONDO:0024537	Brown-vialetto-van Laere Syndrome 1	PMID:20206331	MAXO:0010016	riboflavin supplementation	MONDO:0024537	TREATS	TAS				ORCID:0000-0002-0736-9199	2023-04-11	2023-04-11
MONDO:0009215	Fanconi Anemia	PMID:20301575	MAXO:0009030	hearing aid usage	HP:0000365	TREATS	TAS				ORCID:0000-0003-4830-7530	2023-06-15	2023-04-12
MONDO:0009215	Fanconi Anemia	PMID:20301575	MAXO:0000291	androgen stimulant agent therapy	HP:0001873	TREATS	TAS			comment: "Oral"	ORCID:0000-0003-4830-7530	2023-06-15	2023-04-12
MONDO:0009215	Fanconi Anemia	PMID:20301575	MAXO:0000747	hematopoietic stem cell transplantation	HP:0001876	TREATS	TAS				ORCID:0000-0003-4830-7530	2023-06-15	2023-04-12
MONDO:0009215	Fanconi Anemia	PMID:20301575	MAXO:0000441	granulocyte colony stimulating factor agent therapy	HP:0001875	TREATS	TAS				ORCID:0000-0003-4830-7530	2023-06-15	2023-04-12
MONDO:0011831	Arrhythmogenic Right Ventricular Dysplasia, Familial, 8	PMID:31078652	MAXO:0000185	antiarrythmic agent therapy	MONDO:0011831	PREVENTS	PCS				morgan.similuk@nih.gov	2023-06-16	2023-04-12
MONDO:0011831	Arrhythmogenic Right Ventricular Dysplasia, Familial, 8	PMID:31078652	MAXO:0000802	avoid excessive exercise	HP:0001645	PREVENTS	TAS				morgan.similuk@nih.gov	2023-04-16	2023-04-12
MONDO:0019569	Cockayne Syndrome A	PMID:30252254	MAXO:0001220	removal of lens	HP:0000518	TREATS	TAS				ORCID:0000-0003-4830-7530	2023-06-22	2023-04-14
MONDO:0019569	Cockayne Syndrome A	PMID:30252254	MAXO:0000055	sunlight avoidance	HP:0003224	TREATS	TAS				ORCID:0000-0003-4830-7530	2023-06-22	2023-04-14
MONDO:0019570	Cockayne Syndrome, Type B	PMID:30252254	MAXO:0001220	removal of lens	HP:0000518	TREATS	TAS				ORCID:0000-0003-4830-7530	2023-06-22	2023-04-14
MONDO:0009613	Methylmalonic Aciduria, Cbla Type	PMID:32754920	MAXO:0000760	vitamin B12 supplementation	MONDO:0009613	TREATS	TAS				ORCID:0000-0002-0736-9199	2023-04-15	2023-04-15
MONDO:0009613	Methylmalonic Aciduria, Cbla Type	PMID:32754920	MAXO:0010006	carnitine supplementation	MONDO:0009613	TREATS	TAS				ORCID:0000-0002-0736-9199	2023-04-15	2023-04-15
MONDO:0007281	Cataract, Crystalline Aculeiform	PMID:9718335	MAXO:0009043	cataract extraction with intraocular lens insertion	HP:0000519	TREATS	TAS				ORCID:0000-0002-0736-9199	2023-04-16	2023-04-16
MONDO:0007285	Cataract 1, Multiple Types	PMID:14627691	MAXO:0009043	cataract extraction with intraocular lens insertion	HP:0100018	TREATS	TAS				ORCID:0000-0002-0736-9199	2023-04-16	2023-04-16
MONDO:0009549	Stargardt Disease 1	PMID:27491360	MAXO:0001001	gene therapy	MONDO:0009549	TREATS	TAS				ORCID:0000-0002-6601-4486	2023-04-16	2023-04-16
MONDO:0008294	Porphyria, Acute Intermittent	PMID:20301372	MAXO:0000092	excessive alcohol avoidance	MONDO:0008294	PREVENTS	TAS				ORCID:0000-0003-4830-7530	2023-04-16	2023-04-06
MONDO:0011426	Aceruloplasminemia	PMID:20301666	MAXO:0010100	dietary iron intake avoidance	MONDO:0011426	TREATS	TAS				ORCID:0000-0003-4830-7530	2023-04-16	2023-04-05
MONDO:0013700	Pancreatic Lipase Deficiency	PMID:24262094	MAXO:0001135	fat-soluble vitamin supplementation	MONDO:0013700	TREATS	TAS				ORCID:0000-0002-0736-9199	2023-04-18	2023-04-18
MONDO:0011303	Focal Segmental Glomerulosclerosis 1	PMID:26740551	MAXO:0000603	peritoneal dialysis	HP:0003774	TREATS	TAS				ORCID:0000-0002-0736-9199	2023-04-18	2023-04-18
MONDO:0011303	Focal Segmental Glomerulosclerosis 1	PMID:26740551	MAXO:0010043	whole kidney transplantation	HP:0003774	TREATS	TAS				ORCID:0000-0002-0736-9199	2023-04-18	2023-04-18
MONDO:0014887	Bone Marrow Failure Syndrome 3	PMID:28062395	MAXO:0001135	fat-soluble vitamin supplementation	MONDO:0014887	TREATS	TAS				ORCID:0000-0002-0736-9199	2023-04-18	2023-04-18
MONDO:0014896	Muscular Dystrophy, Congenital, Davignon-chauveau Type	PMID:27008887	MAXO:0000503	artificial respiration	HP:0002747	TREATS	TAS				ORCID:0000-0002-0736-9199	2023-04-18	2023-04-18
MONDO:0008876	Bloom Syndrome	PMID:20301572	MAXO:0000259	therapeutic insulin treatment	HP:0005978	TREATS	TAS				ORCID:0000-0003-4830-7530	2023-06-22	2023-04-19
MONDO:0016368	Rothmund-thomson Syndrome, Type 1	PMID:20301415	MAXO:0000453	laser ablation therapy	HP:0001029	TREATS	TAS				ORCID:0000-0003-4830-7530	2023-06-10	2023-04-19
MONDO:0016368	Rothmund-thomson Syndrome, Type 1	PMID:20301415	MAXO:0009043	cataract extraction with intraocular lens insertion	HP:0001118	TREATS	TAS				ORCID:0000-0003-4830-7530	2023-06-10	2023-04-19
MONDO:0016369	Rothmund-thomson Syndrome	PMID:20301415	MAXO:0000453	laser ablation therapy	HP:0001009	TREATS	TAS				ORCID:0000-0003-4830-7530	2023-06-22	2023-04-19
MONDO:0016369	Rothmund-thomson Syndrome	PMID:20301415	MAXO:0009043	cataract extraction with intraocular lens insertion	HP:0000518	TREATS	TAS				ORCID:0000-0003-4830-7530	2023-06-22	2023-04-19
MONDO:0008310	Hutchinson-gilford Progeria Syndrome	PMID:20301300	MAXO:0000178	anticoagulant agent therapy	HP:0001658	TREATS	TAS				ORCID:0000-0003-4830-7530	2023-06-22	2023-04-19
MONDO:0013921	Herpes Simplex Encephalitis, Susceptibility To, 4	PMID:22105173	MAXO:0000168	antiviral agent therapy	HP:0012302	TREATS	TAS	CHEBI:59495	cidofovir dihydrate		ORCID:0000-0002-0736-9199	2023-04-22	2023-04-22
MONDO:0012014	Charcot-marie-tooth Disease, Recessive Intermediate A	PMID:12499475	MAXO:0000482	orthotic device usage	HP:0007340	TREATS	TAS				ORCID:0000-0002-0736-9199	2023-04-22	2023-04-22
MONDO:0014911	Growth Retardation, Impaired Intellectual Development, Hypotonia, And Hepatopathy	PMID:27426735	MAXO:0010026	zinc supplementation	HP:0031831	TREATS	TAS				ORCID:0000-0002-0736-9199	2023-05-07	2023-05-07
MONDO:0014647	Epileptic Encephalopathy, Early Infantile, 50	PMID:28007989	MAXO:0010022	uridine supplementation	HP:0001250	TREATS	TAS				ORCID:0000-0002-0736-9199	2023-05-08	2023-05-08
MONDO:0007494	Episodic Kinesigenic Dyskinesia 1	PMID:23535490	MAXO:0000208	sodium channel inhibitor therapy	HP:0002268	TREATS	TAS	CHEBI:3387	carbamazepine		ORCID:0000-0002-0736-9199	2023-05-08	2023-05-08
MONDO:0007100	Amyloidosis Vii	PMID:8097803	MAXO:0001175	liver transplantation	HP:0011034	TREATS	TAS				ORCID:0000-0002-0736-9199	2023-05-09	2023-05-09
MONDO:0008310	Hutchinson-gilford Progeria Syndrome	PMID:34281245	MAXO:0001469	farnesyltransferase inhibitor agent therapy	MONDO:0008310	TREATS	TAS				ORCID:0000-0003-4830-7530	2023-06-22	2023-05-17
MONDO:0009109	Lysinuric Protein Intolerance	PMID:3917550	MAXO:0010018	citrulline supplementation	HP:0004322	TREATS	TAS				ORCID:0000-0002-0736-9199	2023-05-20	2023-05-20
MONDO:0009109	Lysinuric Protein Intolerance	PMID:18716612	MAXO:0010018	citrulline supplementation	HP:0004322	TREATS	TAS				ORCID:0000-0002-0736-9199	2023-05-20	2023-05-20
MONDO:0013945	Peroxisome Biogenesis Disorder 9b	PMID:17325280	MAXO:0010119	dietary phytanic acid intake avoidance	HP:0010571	TREATS	TAS				ORCID:0000-0002-0736-9199	2023-05-20	2023-05-20
MONDO:0013945	Peroxisome Biogenesis Disorder 9b	PMID:17325280	MAXO:0010032	cardiac transplantation	HP:0001638	TREATS	TAS				ORCID:0000-0002-0736-9199	2023-05-20	2023-05-20
MONDO:0013499	Fanconi Anemia, Complementation Group P	PMID:21240277	MAXO:0000747	hematopoietic stem cell transplantation	HP:0001876	TREATS	TAS				ORCID:0000-0003-4830-7530	2023-06-04	2023-04-12
MONDO:0012518	Myasthenia, Limb-girdle, With Tubular Aggregates	PMID:30635494	MAXO:0000645	acetylcholinesterase inhibitor therapy	HP:0003473	TREATS	TAS	CHEBI:8665	Pyridostigmine		ORCID:0000-0002-0736-9199	2023-06-10	2023-06-10
MONDO:0010421	Agammaglobulinemia, X-linked	PMID:26909497	MAXO:0001480	immunoglobulin infusion therapy	HP:0004432	TREATS	PCS				ORCID:0000-0001-9969-9517	2023-06-10	2023-03-15
MONDO:0008564	Digeorge Syndrome	PMID:28400115	MAXO:0010042	thymic transplantation	HP:0000777	TREATS	PCS			comment: "thymus transplantation"	ORCID:0000-0001-9969-9517	2023-06-10	2023-03-29
MONDO:0009437	Hypothyroidism, Athyroidal, With Spiky Hair And Cleft Palate	PMID:9697705	MAXO:0001474	thyroid hormone therapy	HP:0000851	TREATS	TAS	CHEBI:30660	thyroxine		ORCID:0000-0002-0736-9199	2023-06-10	2023-06-10
MONDO:0008221	Prolidase Deficiency	PMID:26110198	MAXO:0000756	blood transfusion	HP:0001903	TREATS	TAS				ORCID:0000-0001-5208-3432	2023-06-14	2022-06-11
MONDO:0008221	Prolidase Deficiency	PMID:26110198	MAXO:0010020	amino acid supplementation	MONDO:0008221	TREATS	TAS	CHEBI:26271	proline		ORCID:0000-0001-5208-3432	2023-06-14	2022-06-11
MONDO:0008667	Von Hippel-lindau Syndrome	PMID:20301636	MAXO:0000058	pharmacotherapy	HP:0009711	TREATS	TAS			comment: "ranibizumab"	ORCID:0000-0002-4142-7153	2023-06-14	2022-08-01
MONDO:0007037	Achondroplasia	PMID:20301331	MAXO:0000479	orthopedic surgery	HP:0005733	TREATS	TAS				ORCID:0000-0003-4830-7530	2023-06-15	2023-04-06
MONDO:0007037	Achondroplasia	PMID:20301331	MAXO:0000479	orthopedic surgery	HP:0008414	TREATS	TAS				ORCID:0000-0003-4830-7530	2023-06-15	2023-04-06
MONDO:0009958	Refsum Disease	PMID:20301527	MAXO:0010119	dietary phytanic acid intake avoidance	HP:0010571	TREATS	TAS				ORCID:0000-0003-4830-7530	2023-06-15	2023-04-06
MONDO:0009958	Refsum Disease	PMID:20301527	MAXO:0010119	dietary phytanic acid intake avoidance	HP:0008064	TREATS	TAS				ORCID:0000-0002-0736-9199	2023-06-15	2023-06-15
MONDO:0012180	Arrhythmogenic Right Ventricular Dysplasia, Familial, 9	PMID:26320108	MAXO:0000474	implantable cardioverter-defibrillator placement	HP:0004308	PREVENTS	PCS				morgan.similuk@nih.gov	2023-06-15	2023-04-12
MONDO:0012180	Arrhythmogenic Right Ventricular Dysplasia, Familial, 9	PMID:29084731	MAXO:0000185	antiarrythmic agent therapy	HP:0004308	PREVENTS	PCS			comment: "PMID: 29084731"	morgan.similuk@nih.gov	2023-06-15	2023-04-12
MONDO:0012180	Arrhythmogenic Right Ventricular Dysplasia, Familial, 9	PMID:31078652	MAXO:0000802	avoid excessive exercise	HP:0004308	PREVENTS	PCS				morgan.similuk@nih.gov	2023-06-15	2023-04-12
MONDO:0012342	Williams-beuren Region Duplication Syndrome	PMID:26610320	MAXO:0001117	seizure prevention recommendation	HP:0001250	PREVENTS	TAS				ORCID:0000-0003-4830-7530	2023-06-16	2023-04-05
MONDO:0008876	Bloom Syndrome	PMID:20301572	MAXO:0000054	radiation exposure avoidance	MONDO:0008876	PREVENTS	TAS				ORCID:0000-0003-4830-7530	2023-06-22	2023-04-19
MONDO:0008876	Bloom Syndrome	PMID:20301572	MAXO:0000055	sunlight avoidance	MONDO:0008876	PREVENTS	TAS				ORCID:0000-0003-4830-7530	2023-06-22	2023-04-18
MONDO:0008840	Ataxia-telangiectasia	PMID:20301790	MAXO:0001480	immunoglobulin infusion therapy	HP:0004315	TREATS	TAS				ORCID:0000-0003-4830-7530	2023-06-22	2023-04-19
